Match_ID,Event,Year,Date,Team 1,Team 2,Match Format,Maps Picked/Banned,Score per Map,Score per Half,Sides Chosen by Non-Picker
600,Champions Tour 2024: Pacific Stage 2,2024,2024-06-15 04:00:00,ZETA DIVISION,DRX,Bo3,DRX ban Bind; ZETA ban Split; DRX pick Icebox; ZETA pick Sunset; DRX ban Ascent; ZETA ban Lotus; Breeze remains,Icebox: 0-13; Sunset: 13-11; Breeze: 4-13,"Team 1: 0 / 0, Team 2: 1 / 12; Team 1: 5 / 8, Team 2: 7 / 4; Team 1: 2 / 2, Team 2: 3 / 10",Team 1: Defense; Team 2: Attack
601,Champions Tour 2024: Pacific Stage 2,2024,2024-06-15 06:40:00,Team Secret,BLEED,Bo3,BLD ban Icebox; TS ban Bind; BLD pick Ascent; TS pick Sunset; BLD ban Breeze; TS ban Lotus; Split remains,Ascent: 10-13; Sunset: 13-8; Split: 13-8,"Team 1: 0 / 10, Team 2: 11 / 2; Team 1: 8 / 5, Team 2: 1 / 7; Team 1: 5 / 8, Team 2: 4 / 4",Team 1: Defense; Team 2: Attack
602,Champions Tour 2024: Pacific Stage 2,2024,2024-06-16 04:00:00,T1,Gen.G,Bo3,T1 ban Breeze; GEN ban Icebox; T1 pick Split; GEN pick Lotus; T1 ban Bind; GEN ban Ascent; Sunset remains,Split: 13-15; Lotus: 13-5; Sunset: 9-13,"Team 1: 7 / 5 / 1, Team 2: 5 / 7 / 3; Team 1: 4 / 9, Team 2: 2 / 3; Team 1: 4 / 5, Team 2: 6 / 7",Team 2: Defense; Team 1: Defense
603,Champions Tour 2024: Pacific Stage 2,2024,2024-06-16 07:30:00,Paper Rex,Talon Esports,Bo3,TLN ban Split; PRX ban Breeze; TLN pick Icebox; PRX pick Sunset; TLN ban Lotus; PRX ban Ascent; Bind remains,Icebox: 13-4; Sunset: 13-7,"Team 1: 9 / 4, Team 2: 3 / 1; Team 1: 9 / 4, Team 2: 3 / 4",Team 1: Attack; Team 2: Defense
604,Champions Tour 2024: Pacific Stage 2,2024,2024-06-17 04:00:00,Rex Regum Qeon,DetonatioN FocusMe,Bo3,RRQ ban Bind; DFM ban Breeze; RRQ pick Icebox; DFM pick Ascent; RRQ ban Sunset; DFM ban Split; Lotus remains,Icebox: 15-13; Ascent: 13-9,"Team 1: 8 / 4 / 3, Team 2: 4 / 8 / 1; Team 1: 6 / 7, Team 2: 6 / 3",Team 2: Attack; Team 1: Attack
605,Champions Tour 2024: Pacific Stage 2,2024,2024-06-17 06:35:00,Team Secret,Global Esports,Bo3,TS ban Bind; GE ban Breeze; TS pick Sunset; GE pick Ascent; TS ban Lotus; GE ban Split; Icebox remains,Sunset: 13-8; Ascent: 13-10,"Team 1: 2 / 11, Team 2: 7 / 1; Team 1: 8 / 5, Team 2: 3 / 7",Team 2: Attack; Team 1: Defense
606,Champions Tour 2024: Pacific Stage 2,2024,2024-06-22 04:00:00,Talon Esports,Rex Regum Qeon,Bo3,TLN ban Split; RRQ ban Bind; TLN pick Lotus; RRQ pick Ascent; TLN ban Sunset; RRQ ban Haven; Icebox remains,Lotus: 15-13; Ascent: 10-13; Icebox: 13-10,"Team 1: 6 / 6 / 3, Team 2: 6 / 6 / 1; Team 1: 5 / 5, Team 2: 6 / 7; Team 1: 10 / 3, Team 2: 2 / 8",Team 2: Attack; Team 1: Defense
607,Champions Tour 2024: Pacific Stage 2,2024,2024-06-22 07:50:00,Paper Rex,DRX,Bo3,PRX ban Ascent; DRX ban Sunset; PRX pick Split; DRX pick Haven; PRX ban Bind; DRX ban Lotus; Icebox remains,Split: 13-4; Haven: 8-13; Icebox: 13-5,"Team 1: 9 / 4, Team 2: 3 / 1; Team 1: 7 / 1, Team 2: 5 / 8; Team 1: 10 / 3, Team 2: 2 / 3",Team 2: Defense; Team 1: Attack
608,Champions Tour 2024: Pacific Stage 2,2024,2024-06-23 04:00:00,Global Esports,BLEED,Bo3,GE ban Split; BLD ban Icebox; GE pick Lotus; BLD pick Sunset; GE ban Bind; BLD ban Ascent; Haven remains,Lotus: 13-6; Sunset: 13-6,"Team 1: 9 / 4, Team 2: 3 / 3; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Defense; Team 1: Defense
609,Champions Tour 2024: Pacific Stage 2,2024,2024-06-23 06:05:00,DetonatioN FocusMe,ZETA DIVISION,Bo3,DFM ban Bind; ZETA ban Split; DFM pick Haven; ZETA pick Sunset; DFM ban Lotus; ZETA ban Icebox; Ascent remains,Haven: 7-13; Sunset: 13-9; Ascent: 13-10,"Team 1: 3 / 4, Team 2: 5 / 8; Team 1: 7 / 6, Team 2: 5 / 4; Team 1: 7 / 6, Team 2: 4 / 6",Team 2: Attack; Team 1: Attack
610,Champions Tour 2024: Pacific Stage 2,2024,2024-06-24 04:00:00,DRX,Rex Regum Qeon,Bo3,DRX ban Icebox; RRQ ban Bind; DRX pick Split; RRQ pick Sunset; DRX ban Lotus; RRQ ban Ascent; Haven remains,Split: 12-14; Sunset: 12-14,"Team 1: 3 / 9 / 0, Team 2: 9 / 3 / 2; Team 1: 4 / 8 / 0, Team 2: 8 / 4 / 2",Team 2: Attack; Team 1: Attack
611,Champions Tour 2024: Pacific Stage 2,2024,2024-06-24 06:20:00,Team Secret,T1,Bo3,TS ban Bind; T1 ban Sunset; TS pick Haven; T1 pick Split; TS ban Ascent; T1 ban Lotus; Icebox remains,Haven: 10-13; Split: 13-6; Icebox: 14-12,"Team 1: 4 / 6, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 1; Team 1: 8 / 4 / 2, Team 2: 4 / 8 / 0",Team 2: Attack; Team 1: Attack
612,Champions Tour 2024: Pacific Stage 2,2024,2024-06-29 04:00:00,Talon Esports,DetonatioN FocusMe,Bo3,TLN ban Split; DFM ban Bind; TLN pick Lotus; DFM pick Sunset; TLN ban Haven; DFM ban Icebox; Ascent remains,Lotus: 13-7; Sunset: 13-10,"Team 1: 7 / 6, Team 2: 5 / 2; Team 1: 6 / 7, Team 2: 6 / 4",Team 2: Defense; Team 1: Attack
613,Champions Tour 2024: Pacific Stage 2,2024,2024-06-29 06:10:00,ZETA DIVISION,Rex Regum Qeon,Bo3,RRQ ban Bind; ZETA ban Icebox; RRQ pick Split; ZETA pick Sunset; RRQ ban Haven; ZETA ban Lotus; Ascent remains,Split: 8-13; Sunset: 10-13,"Team 1: 6 / 2, Team 2: 6 / 7; Team 1: 7 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack
614,Champions Tour 2024: Pacific Stage 2,2024,2024-06-30 04:00:00,Global Esports,T1,Bo3,GE ban Bind; T1 ban Sunset; GE pick Icebox; T1 pick Lotus; GE ban Split; T1 ban Haven; Ascent remains,Icebox: 13-10; Lotus: 8-13; Ascent: 8-13,"Team 1: 6 / 7, Team 2: 5 / 5; Team 1: 4 / 4, Team 2: 8 / 5; Team 1: 6 / 2, Team 2: 6 / 7",Team 2: Attack; Team 1: Attack
615,Champions Tour 2024: Pacific Stage 2,2024,2024-06-30 07:15:00,BLEED,Gen.G,Bo3,BLD ban Lotus; GEN ban Bind; BLD pick Ascent; GEN pick Sunset; BLD ban Split; GEN ban Haven; Icebox remains,Ascent: 6-13; Sunset: 13-10; Icebox: 11-13,"Team 1: 6 / 0, Team 2: 6 / 7; Team 1: 8 / 5, Team 2: 3 / 7; Team 1: 7 / 4, Team 2: 5 / 8",Team 2: Defense; Team 1: Defense
616,Champions Tour 2024: Pacific Stage 2,2024,2024-07-01 04:00:00,Paper Rex,DetonatioN FocusMe,Bo3,DFM ban Split; PRX ban Ascent; DFM pick Icebox; PRX pick Sunset; DFM ban Bind; PRX ban Haven; Lotus remains,Icebox: 13-4; Sunset: 13-8,"Team 1: 10 / 3, Team 2: 2 / 2; Team 1: 5 / 8, Team 2: 4 / 4",Team 1: Attack; Team 2: Attack
617,Champions Tour 2024: Pacific Stage 2,2024,2024-07-01 06:00:00,DRX,Talon Esports,Bo3,DRX ban Lotus; TLN ban Split; DRX pick Ascent; TLN pick Haven; DRX ban Sunset; TLN ban Bind; Icebox remains,Ascent: 11-13; Haven: 13-10; Icebox: 13-5,"Team 1: 8 / 3, Team 2: 4 / 9; Team 1: 7 / 6, Team 2: 5 / 5; Team 1: 12 / 1, Team 2: 0 / 5",Team 2: Attack; Team 1: Attack
618,Champions Tour 2024: Pacific Stage 2,2024,2024-07-05 04:00:00,Paper Rex,Rex Regum Qeon,Bo3,PRX ban Split; RRQ ban Bind; PRX pick Lotus; RRQ pick Ascent; PRX ban Haven; RRQ ban Icebox; Sunset remains,Lotus: 13-7; Ascent: 7-13; Sunset: 13-10,"Team 1: 5 / 8, Team 2: 3 / 4; Team 1: 5 / 2, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 5",Team 2: Attack; Team 1: Attack
619,Champions Tour 2024: Pacific Stage 2,2024,2024-07-05 07:00:00,Gen.G,Global Esports,Bo3,GE ban Bind; GEN ban Icebox; GE pick Lotus; GEN pick Ascent; GE ban Split; GEN ban Haven; Sunset remains,Lotus: 13-1; Ascent: 13-6,"Team 1: 2 / 11, Team 2: 0 / 1; Team 1: 6 / 7, Team 2: 1 / 5",Team 1: Defense; Team 2: Attack
620,Champions Tour 2024: Pacific Stage 2,2024,2024-07-06 04:00:00,DRX,DetonatioN FocusMe,Bo3,DRX ban Sunset; DFM ban Split; DRX pick Icebox; DFM pick Ascent; DRX ban Bind; DFM ban Lotus; Haven remains,Icebox: 13-7; Ascent: 6-13; Haven: 13-2,"Team 1: 6 / 7, Team 2: 2 / 5; Team 1: 5 / 1, Team 2: 7 / 6; Team 1: 10 / 3, Team 2: 2 / 0",Team 2: Attack; Team 1: Attack
621,Champions Tour 2024: Pacific Stage 2,2024,2024-07-06 06:45:00,ZETA DIVISION,Talon Esports,Bo3,ZETA ban Icebox; TLN ban Split; ZETA pick Ascent; TLN pick Lotus; ZETA ban Sunset; TLN ban Bind; Haven remains,Ascent: 13-6; Lotus: 8-13; Haven: 13-8,"Team 1: 4 / 9, Team 2: 3 / 3; Team 1: 2 / 6, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 3",Team 2: Attack; Team 1: Defense
622,Champions Tour 2024: Pacific Stage 2,2024,2024-07-07 04:00:00,Gen.G,Team Secret,Bo3,TS ban Bind; GEN ban Icebox; TS pick Sunset; GEN pick Lotus; TS ban Ascent; GEN ban Haven; Split remains,Sunset: 6-13; Lotus: 13-7; Split: 12-14,"Team 1: 4 / 2, Team 2: 3 / 10; Team 1: 6 / 7, Team 2: 2 / 5; Team 1: 3 / 9 / 0, Team 2: 9 / 3 / 2",Team 1: Defense; Team 2: Attack
623,Champions Tour 2024: Pacific Stage 2,2024,2024-07-07 07:00:00,Paper Rex,ZETA DIVISION,Bo3,ZETA ban Icebox; PRX ban Haven; ZETA pick Ascent; PRX pick Lotus; ZETA ban Split; PRX ban Bind; Sunset remains,Ascent: 9-13; Lotus: 13-8; Sunset: 13-4,"Team 1: 7 / 2, Team 2: 5 / 8; Team 1: 11 / 2, Team 2: 1 / 7; Team 1: 5 / 8, Team 2: 0 / 4",Team 1: Attack; Team 2: Defense
624,Champions Tour 2024: Pacific Stage 2,2024,2024-07-08 04:00:00,T1,BLEED,Bo3,BLD ban Split; T1 ban Sunset; BLD pick Bind; T1 pick Lotus; BLD ban Icebox; T1 ban Haven; Ascent remains,Bind: 13-11; Lotus: 9-13; Ascent: 13-8,"Team 1: 3 / 10, Team 2: 9 / 2; Team 1: 3 / 6, Team 2: 7 / 6; Team 1: 7 / 6, Team 2: 5 / 3",Team 1: Attack; Team 2: Attack
625,Champions Tour 2024: Pacific Stage 2,2024,2024-07-12 04:00:00,Gen.G,Rex Regum Qeon,Bo3,RRQ ban Lotus; GEN ban Abyss; RRQ pick Haven; GEN pick Bind; RRQ ban Ascent; GEN ban Icebox; Sunset remains,Haven: 13-8; Bind: 13-11,"Team 1: 6 / 7, Team 2: 3 / 5; Team 1: 7 / 6, Team 2: 5 / 6",Team 1: Defense; Team 2: Attack
626,Champions Tour 2024: Pacific Stage 2,2024,2024-07-12 06:15:00,Team Secret,Talon Esports,Bo3,TLN ban Sunset; TS ban Bind; TLN pick Lotus; TS pick Abyss; TLN ban Icebox; TS ban Ascent; Haven remains,Lotus: 11-13; Abyss: 11-13,"Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 5 / 6, Team 2: 7 / 6",Team 1: Attack; Team 2: Attack
627,Champions Tour 2024: Pacific Stage 2,2024,2024-07-13 04:00:00,Paper Rex,Gen.G,Bo3,GEN ban Abyss; PRX ban Haven; GEN pick Ascent; PRX pick Icebox; GEN ban Sunset; PRX ban Bind; Lotus remains,Ascent: 10-13; Icebox: 5-13,"Team 1: 3 / 7, Team 2: 9 / 4; Team 1: 4 / 1, Team 2: 8 / 5",Team 1: Attack; Team 2: Defense
628,Champions Tour 2024: Pacific Stage 2,2024,2024-07-13 06:05:00,DRX,Talon Esports,Bo3,TLN ban Icebox; DRX ban Lotus; TLN pick Ascent; DRX pick Abyss; TLN ban Bind; DRX ban Haven; Sunset remains,Ascent: 13-8; Abyss: 13-4,"Team 1: 7 / 6, Team 2: 5 / 3; Team 1: 5 / 8, Team 2: 0 / 4",Team 1: Attack; Team 2: Attack
629,Champions Tour 2024: Pacific Stage 2,2024,2024-07-14 04:00:00,Gen.G,DRX,Bo3,GEN ban Abyss; DRX ban Lotus; GEN pick Haven; DRX pick Sunset; GEN ban Icebox; DRX ban Ascent; Bind remains,Haven: 13-9; Sunset: 10-13; Bind: 13-6,"Team 1: 4 / 9, Team 2: 6 / 3; Team 1: 4 / 6, Team 2: 7 / 6; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Attack; Team 1: Defense
630,Champions Tour 2024: Pacific Stage 2,2024,2024-07-14 07:15:00,Paper Rex,Talon Esports,Bo3,TLN ban Abyss; PRX ban Haven; TLN pick Ascent; PRX pick Sunset; TLN ban Icebox; PRX ban Bind; Lotus remains,Ascent: 13-3; Sunset: 13-3,"Team 1: 3 / 10, Team 2: 1 / 2; Team 1: 9 / 4, Team 2: 3 / 0",Team 1: Defense; Team 2: Defense
631,Champions Tour 2024: Pacific Stage 2,2024,2024-07-20 04:00:00,DRX,Paper Rex,Bo5,DRX ban Sunset; PRX ban Haven; DRX pick Abyss; PRX pick Lotus; DRX pick Bind; PRX pick Icebox; Ascent remains,Abyss: 7-13; Lotus: 10-13; Bind: 13-10; Icebox: 13-10; Ascent: 13-7,"Team 1: 1 / 6, Team 2: 7 / 6; Team 1: 5 / 5, Team 2: 7 / 6; Team 1: 5 / 8, Team 2: 6 / 4; Team 1: 6 / 7, Team 2: 6 / 4; Team 1: 7 / 6, Team 2: 5 / 2",Team 2: Attack; Team 1: Attack; Team 2: Attack; Team 1: Attack
632,Champions Tour 2024: Pacific Stage 2,2024,2024-07-21 04:00:00,Gen.G,DRX,Bo5,GEN ban Sunset; GEN ban Abyss; GEN pick Haven; DRX pick Bind; GEN pick Lotus; DRX pick Icebox; Ascent remains,Haven: 6-13; Bind: 18-16; Lotus: 14-12; Icebox: 13-6,"Team 1: 4 / 2, Team 2: 3 / 10; Team 1: 5 / 7 / 6, Team 2: 7 / 5 / 4; Team 1: 7 / 5 / 2, Team 2: 5 / 7 / 0; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Attack; Team 1: Defense; Team 2: Attack; Team 1: Defense
633,Champions Tour 2024: China Stage 2,2024,2024-06-15 07:00:00,Titan Esports Club,JDG Esports,Bo3,JDG ban Breeze; TEC ban Bind; JDG pick Icebox; TEC pick Lotus; JDG ban Split; TEC ban Sunset; Ascent remains,Icebox: 12-14; Lotus: 11-13,"Team 1: 4 / 8 / 0, Team 2: 8 / 4 / 2; Team 1: 8 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack
634,Champions Tour 2024: China Stage 2,2024,2024-06-16 05:00:00,All Gamers,TYLOO,Bo3,AG ban Ascent; TYL ban Lotus; AG pick Sunset; TYL pick Icebox; AG ban Bind; TYL ban Breeze; Split remains,Sunset: 13-10; Icebox: 13-4,"Team 1: 7 / 6, Team 2: 5 / 5; Team 1: 8 / 5, Team 2: 4 / 0",Team 2: Defense; Team 1: Attack
635,Champions Tour 2024: China Stage 2,2024,2024-06-16 07:05:00,Bilibili Gaming,Wolves Esports,Bo3,WOL ban Lotus; BLG ban Breeze; WOL pick Sunset; BLG pick Bind; WOL ban Ascent; BLG ban Icebox; Split remains,Sunset: 13-5; Bind: 13-7,"Team 1: 4 / 9, Team 2: 2 / 3; Team 1: 4 / 9, Team 2: 4 / 3",Team 1: Defense; Team 2: Attack
636,Champions Tour 2024: China Stage 2,2024,2024-06-21 05:00:00,Dragon Ranger Gaming,Nova Esports,Bo3,DRG ban Bind; NOVA ban Haven; DRG pick Ascent; NOVA pick Lotus; DRG ban Split; NOVA ban Icebox; Sunset remains,Ascent: 13-7; Lotus: 12-14; Sunset: 5-13,"Team 1: 6 / 7, Team 2: 6 / 1; Team 1: 8 / 4 / 0, Team 2: 4 / 8 / 2; Team 1: 2 / 3, Team 2: 4 / 9",Team 2: Defense; Team 1: Attack
637,Champions Tour 2024: China Stage 2,2024,2024-06-21 08:15:00,FunPlus Phoenix,Trace Esports,Bo3,TE ban Icebox; FPX ban Split; TE pick Haven; FPX pick Lotus; TE ban Ascent; FPX ban Bind; Sunset remains,Haven: 13-5; Lotus: 13-15; Sunset: 6-13,"Team 1: 10 / 3, Team 2: 2 / 3; Team 1: 3 / 9 / 1, Team 2: 9 / 3 / 3; Team 1: 1 / 5, Team 2: 6 / 7",Team 1: Attack; Team 2: Attack
638,Champions Tour 2024: China Stage 2,2024,2024-06-22 05:00:00,Titan Esports Club,All Gamers,Bo3,AG ban Lotus; TEC ban Split; AG pick Sunset; TEC pick Icebox; AG ban Bind; TEC ban Haven; Ascent remains,Sunset: 10-13; Icebox: 6-13,"Team 1: 8 / 2, Team 2: 4 / 9; Team 1: 3 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack
639,Champions Tour 2024: China Stage 2,2024,2024-06-22 07:00:00,EDward Gaming,Wolves Esports,Bo3,WOL ban Haven; EDG ban Ascent; WOL pick Split; EDG pick Bind; WOL ban Lotus; EDG ban Sunset; Icebox remains,Split: 13-7; Bind: 12-14; Icebox: 7-13,"Team 1: 4 / 9, Team 2: 4 / 3; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2; Team 1: 5 / 2, Team 2: 7 / 6",Team 1: Defense; Team 2: Attack
640,Champions Tour 2024: China Stage 2,2024,2024-06-23 05:00:00,TYLOO,Trace Esports,Bo3,TYL ban Lotus; TE ban Icebox; TYL pick Split; TE pick Sunset; TYL ban Ascent; TE ban Bind; Haven remains,Split: 11-13; Sunset: 13-7; Haven: 4-13,"Team 1: 7 / 4, Team 2: 5 / 8; Team 1: 7 / 6, Team 2: 5 / 2; Team 1: 4 / 0, Team 2: 8 / 5",Team 2: Defense; Team 1: Attack
641,Champions Tour 2024: China Stage 2,2024,2024-06-23 08:05:00,Nova Esports,Bilibili Gaming,Bo3,BLG ban Sunset; NOVA ban Haven; BLG pick Split; NOVA pick Bind; BLG ban Icebox; NOVA ban Lotus; Ascent remains,Split: 16-14; Bind: 9-13; Ascent: 6-13,"Team 1: 4 / 8 / 4, Team 2: 8 / 4 / 2; Team 1: 4 / 5, Team 2: 8 / 5; Team 1: 3 / 3, Team 2: 9 / 4",Team 1: Defense; Team 2: Defense
642,Champions Tour 2024: China Stage 2,2024,2024-06-26 07:00:00,JDG Esports,FunPlus Phoenix,Bo3,JDG ban Ascent; FPX ban Split; JDG pick Sunset; FPX pick Haven; JDG ban Lotus; FPX ban Icebox; Bind remains,Sunset: 8-13; Haven: 12-14,"Team 1: 4 / 4, Team 2: 5 / 8; Team 1: 5 / 7 / 0, Team 2: 7 / 5 / 2",Team 2: Attack; Team 1: Defense
643,Champions Tour 2024: China Stage 2,2024,2024-06-27 07:00:00,EDward Gaming,Dragon Ranger Gaming,Bo3,EDG ban Ascent; DRG ban Bind; EDG pick Lotus; DRG pick Haven; EDG ban Icebox; DRG ban Sunset; Split remains,Lotus: 11-13; Haven: 5-13,"Team 1: 4 / 7, Team 2: 8 / 5; Team 1: 3 / 2, Team 2: 9 / 4",Team 2: Attack; Team 1: Attack
644,Champions Tour 2024: China Stage 2,2024,2024-06-28 05:00:00,Nova Esports,Wolves Esports,Bo3,WOL ban Lotus; NOVA ban Haven; WOL pick Icebox; NOVA pick Sunset; WOL ban Split; NOVA ban Ascent; Bind remains,Icebox: 14-12; Sunset: 15-13,"Team 1: 10 / 2 / 2, Team 2: 2 / 10 / 0; Team 1: 4 / 8 / 3, Team 2: 8 / 4 / 1",Team 1: Defense; Team 2: Attack
645,Champions Tour 2024: China Stage 2,2024,2024-06-28 07:35:00,JDG Esports,Trace Esports,Bo3,JDG ban Split; TE ban Icebox; JDG pick Bind; TE pick Sunset; JDG ban Lotus; TE ban Ascent; Haven remains,Bind: 13-2; Sunset: 8-13; Haven: 13-6,"Team 1: 3 / 10, Team 2: 0 / 2; Team 1: 5 / 3, Team 2: 4 / 9; Team 1: 6 / 7, Team 2: 1 / 5",Team 2: Attack; Team 1: Defense
646,Champions Tour 2024: China Stage 2,2024,2024-06-29 05:00:00,Titan Esports Club,TYLOO,Bo3,TEC ban Split; TYL ban Lotus; TEC pick Bind; TYL pick Ascent; TEC ban Haven; TYL ban Sunset; Icebox remains,Bind: 11-13; Ascent: 13-9; Icebox: 9-13,"Team 1: 2 / 9, Team 2: 10 / 3; Team 1: 6 / 7, Team 2: 6 / 3; Team 1: 6 / 3, Team 2: 6 / 7",Team 2: Attack; Team 1: Attack
647,Champions Tour 2024: China Stage 2,2024,2024-06-29 08:30:00,All Gamers,FunPlus Phoenix,Bo3,AG ban Lotus; FPX ban Split; AG pick Sunset; FPX pick Haven; AG ban Bind; FPX ban Icebox; Ascent remains,Sunset: 11-13; Haven: 13-8; Ascent: 7-13,"Team 1: 5 / 6, Team 2: 7 / 6; Team 1: 6 / 7, Team 2: 6 / 2; Team 1: 2 / 5, Team 2: 6 / 7",Team 2: Attack; Team 1: Attack
648,Champions Tour 2024: China Stage 2,2024,2024-06-30 05:00:00,Bilibili Gaming,Dragon Ranger Gaming,Bo3,BLG ban Icebox; DRG ban Bind; BLG pick Lotus; DRG pick Ascent; BLG ban Haven; DRG ban Sunset; Split remains,Lotus: 13-11; Ascent: 13-11,"Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 5 / 8, Team 2: 7 / 4",Team 2: Attack; Team 1: Defense
649,Champions Tour 2024: China Stage 2,2024,2024-06-30 07:20:00,EDward Gaming,Nova Esports,Bo3,NOVA ban Haven; EDG ban Ascent; NOVA pick Lotus; EDG pick Bind; NOVA ban Split; EDG ban Icebox; Sunset remains,Lotus: 13-9; Bind: 13-6,"Team 1: 6 / 7, Team 2: 4 / 5; Team 1: 8 / 5, Team 2: 4 / 2",Team 1: Defense; Team 2: Defense
650,Champions Tour 2024: China Stage 2,2024,2024-07-03 07:00:00,All Gamers,Trace Esports,Bo3,AG ban Lotus; TE ban Icebox; AG pick Haven; TE pick Sunset; AG ban Ascent; TE ban Bind; Split remains,Haven: 6-13; Sunset: 4-13,"Team 1: 4 / 2, Team 2: 3 / 10; Team 1: 3 / 1, Team 2: 9 / 4",Team 2: Attack; Team 1: Attack
651,Champions Tour 2024: China Stage 2,2024,2024-07-04 07:00:00,Titan Esports Club,FunPlus Phoenix,Bo3,FPX ban Split; TEC ban Haven; FPX pick Lotus; TEC pick Sunset; FPX ban Icebox; TEC ban Ascent; Bind remains,Lotus: 13-9; Sunset: 13-6,"Team 1: 6 / 7, Team 2: 6 / 3; Team 1: 5 / 8, Team 2: 2 / 4",Team 1: Attack; Team 2: Attack
652,Champions Tour 2024: China Stage 2,2024,2024-07-05 05:00:00,TYLOO,JDG Esports,Bo3,JDG ban Sunset; TYL ban Lotus; JDG pick Haven; TYL pick Icebox; JDG ban Ascent; TYL ban Split; Bind remains,Haven: 1-13; Icebox: 9-13,"Team 1: 1 / 0, Team 2: 11 / 2; Team 1: 7 / 2, Team 2: 5 / 8",Team 1: Attack; Team 2: Defense
653,Champions Tour 2024: China Stage 2,2024,2024-07-05 07:00:00,Dragon Ranger Gaming,Wolves Esports,Bo3,WOL ban Lotus; DRG ban Sunset; WOL pick Icebox; DRG pick Ascent; WOL ban Split; DRG ban Bind; Haven remains,Icebox: 7-13; Ascent: 6-13,"Team 1: 2 / 5, Team 2: 6 / 7; Team 1: 4 / 2, Team 2: 8 / 5",Team 1: Defense; Team 2: Defense
654,Champions Tour 2024: China Stage 2,2024,2024-07-06 05:00:00,Trace Esports,Titan Esports Club,Bo3,TE ban Icebox; TEC ban Split; TE pick Lotus; TEC pick Bind; TE ban Ascent; TEC ban Sunset; Haven remains,Lotus: 13-11; Bind: 8-13; Haven: 13-10,"Team 1: 6 / 7, Team 2: 6 / 5; Team 1: 4 / 4, Team 2: 5 / 8; Team 1: 7 / 6, Team 2: 5 / 5",Team 2: Attack; Team 1: Defense
655,Champions Tour 2024: China Stage 2,2024,2024-07-06 08:20:00,EDward Gaming,Bilibili Gaming,Bo3,BLG ban Bind; EDG ban Split; BLG pick Icebox; EDG pick Haven; BLG ban Sunset; EDG ban Ascent; Lotus remains,Icebox: 13-11; Haven: 13-8,"Team 1: 7 / 6, Team 2: 5 / 6; Team 1: 5 / 8, Team 2: 4 / 4",Team 1: Attack; Team 2: Attack
656,Champions Tour 2024: China Stage 2,2024,2024-07-07 05:00:00,JDG Esports,All Gamers,Bo3,JDG ban Sunset; AG ban Bind; JDG pick Haven; AG pick Icebox; JDG ban Lotus; AG ban Ascent; Split remains,Haven: 13-8; Icebox: 13-3,"Team 1: 7 / 6, Team 2: 5 / 3; Team 1: 3 / 10, Team 2: 1 / 2",Team 2: Defense; Team 1: Defense
657,Champions Tour 2024: China Stage 2,2024,2024-07-07 07:00:00,TYLOO,FunPlus Phoenix,Bo3,TYL ban Lotus; FPX ban Split; TYL pick Icebox; FPX pick Haven; TYL ban Bind; FPX ban Sunset; Ascent remains,Icebox: 5-13; Haven: 14-12; Ascent: 13-4,"Team 1: 1 / 4, Team 2: 5 / 8; Team 1: 6 / 6 / 2, Team 2: 6 / 6 / 0; Team 1: 4 / 9, Team 2: 1 / 3",Team 2: Attack; Team 1: Defense
658,Champions Tour 2024: China Stage 2,2024,2024-07-16 04:00:00,Trace Esports,All Gamers,Bo3,AG ban Abyss; TE ban Icebox; AG pick Lotus; TE pick Sunset; AG ban Ascent; TE ban Bind; Haven remains,Lotus: 13-7; Sunset: 13-10,"Team 1: 9 / 4, Team 2: 3 / 4; Team 1: 8 / 5, Team 2: 3 / 7",Team 1: Attack; Team 2: Attack
659,Champions Tour 2024: China Stage 2,2024,2024-07-16 06:25:00,JDG Esports,Bilibili Gaming,Bo3,BLG ban Haven; JDG ban Abyss; BLG pick Sunset; JDG pick Icebox; BLG ban Bind; JDG ban Ascent; Lotus remains,Sunset: 9-13; Icebox: 7-13,"Team 1: 4 / 5, Team 2: 6 / 7; Team 1: 2 / 5, Team 2: 6 / 7",Team 1: Defense; Team 2: Attack
660,Champions Tour 2024: China Stage 2,2024,2024-07-17 04:00:00,FunPlus Phoenix,Trace Esports,Bo3,TE ban Icebox; FPX ban Sunset; TE pick Ascent; FPX pick Haven; TE ban Abyss; FPX ban Bind; Lotus remains,Ascent: 3-13; Haven: 11-13,"Team 1: 3 / 0, Team 2: 9 / 4; Team 1: 8 / 3, Team 2: 4 / 9",Team 1: Attack; Team 2: Attack
