Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Valorant Champions 2024,Team Heretics,Sentinels,2024-08-23 06:45:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Abyss'}]","[{'Map': 'Haven', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Abyss', 'Team 1 Score': 13, 'Team 2 Score': 7}]","[5, 5, 5]","[3, 8, 8]","[None, None, None]","[7, 7, 3]","[6, 2, 4]","[None, None, None]","[3701, 3293, 2872]"
Valorant Champions 2024,LEVIATÁN,Team Heretics,2024-08-24 03:00:00,Bo5,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Icebox', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 15}, {'Map': 'Abyss', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Lotus', 'Team 1 Score': 3, 'Team 2 Score': 13}]","[5, 8, 5, 2]","[2, 4, 8, 1]","[None, 1, None, None]","[7, 4, 7, 2]","[6, 8, 2, 11]","[None, 3, None, None]","[3781, 4078, 3308, 2324]"
Valorant Champions 2024,EDward Gaming,Team Heretics,2024-08-25 03:00:00,Bo5,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Abyss'}]","[{'Map': 'Haven', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 4}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Bind', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Abyss', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[3, 11, 7, 6, 8]","[3, 2, 6, 5, 5]","[None, None, None, None, None]","[9, 1, 3, 6, 4]","[4, 3, 6, 7, 5]","[None, None, None, None, None]","[4603, 2711, 3330, 3705, 3115]"
Champions Tour 2024: Americas Stage 2,MIBR,LEVIATÁN,2024-06-22 17:00:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Ascent', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 7, 'Team 2 Score': 13}]","[6, 3]","[3, 4]","[None, None]","[6, 9]","[7, 4]","[None, None]","[3924, 2704]"
Champions Tour 2024: Americas Stage 2,Sentinels,NRG Esports,2024-06-22 19:15:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Sunset', 'Team 1 Score': 14, 'Team 2 Score': 12}]","[8, 9]","[5, 3]","[None, 2]","[4, 3]","[4, 9]","[None, 0]","[3561, 3654]"
Champions Tour 2024: Americas Stage 2,FURIA,100 Thieves,2024-06-23 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Icebox', 'Team 1 Score': 14, 'Team 2 Score': 12}, {'Map': 'Haven', 'Team 1 Score': 16, 'Team 2 Score': 14}]","[6, 9]","[6, 3]","[2, 4]","[6, 3]","[6, 9]","[0, 2]","[4371, 3650]"
Champions Tour 2024: Americas Stage 2,LOUD,Evil Geniuses,2024-06-23 19:45:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Sunset', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[7, 0, 5]","[6, 6, 6]","[None, None, None]","[1, 7, 7]","[6, 6, 6]","[None, None, None]","[3159, 2431, 3313]"
Champions Tour 2024: Americas Stage 2,G2 Esports,Cloud9,2024-06-24 17:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Icebox', 'Team 1 Score': 5, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[4, 3, 4]","[9, 2, 9]","[None, None, None]","[8, 3, 8]","[3, 10, 0]","[None, None, None]","[3905, 2443, 2898]"
Champions Tour 2024: Americas Stage 2,Evil Geniuses,FURIA,2024-06-29 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 4}]","[9, 3]","[4, 10]","[None, None]","[3, 2]","[2, 2]","[None, None]","[3538, 2113]"
Champions Tour 2024: Americas Stage 2,Sentinels,KRÜ Esports,2024-06-29 19:00:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[8, 8]","[5, 5]","[None, None]","[4, 4]","[7, 6]","[None, None]","[4001, 3313]"
Champions Tour 2024: Americas Stage 2,LOUD,MIBR,2024-06-30 17:00:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Lotus', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[5, 6, 7]","[8, 5, 6]","[None, None, None]","[3, 6, 3]","[4, 7, 6]","[None, None, None]","[3561, 3148, 3138]"
Champions Tour 2024: Americas Stage 2,LEVIATÁN,100 Thieves,2024-06-30 20:20:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Haven'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 4}]","[5, 3]","[8, 10]","[None, None]","[6, 2]","[4, 2]","[None, None]","[3578, 2179]"
Champions Tour 2024: Americas Stage 2,NRG Esports,G2 Esports,2024-07-01 17:00:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Haven', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 8, 'Team 2 Score': 13}]","[3, 5]","[4, 3]","[None, None]","[5, 4]","[8, 9]","[None, None]","[3754, 3039]"
Champions Tour 2024: Americas Stage 2,Sentinels,Cloud9,2024-07-01 19:25:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[7, 6]","[6, 7]","[None, None]","[5, 6]","[0, 2]","[None, None]","[2921, 2949]"
Champions Tour 2024: Americas Stage 2,Evil Geniuses,LEVIATÁN,2024-07-02 17:00:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Icebox', 'Team 1 Score': 5, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[5, 6]","[0, 4]","[None, None]","[7, 6]","[6, 7]","[None, None]","[3223, 3148]"
Champions Tour 2024: Americas Stage 2,LOUD,FURIA,2024-07-02 19:15:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Haven'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Icebox', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 9, 'Team 2 Score': 13}]","[8, 5, 4]","[5, 5, 5]","[None, None, None]","[4, 7, 6]","[7, 6, 7]","[None, None, None]","[3610, 3194, 2897]"
Champions Tour 2024: Americas Stage 2,MIBR,100 Thieves,2024-07-03 17:00:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Split'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Icebox', 'Team 1 Score': 5, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 6, 'Team 2 Score': 13}]","[3, 2]","[2, 4]","[None, None]","[9, 10]","[4, 3]","[None, None]","[2929, 2539]"
Champions Tour 2024: Americas Stage 2,NRG Esports,KRÜ Esports,2024-07-03 19:05:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Split', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 7}]","[3, 7, 9]","[5, 6, 4]","[None, None, None]","[6, 5, 3]","[7, 3, 4]","[None, None, None]","[3744, 2681, 2812]"
Champions Tour 2024: Americas Stage 2,G2 Esports,KRÜ Esports,2024-07-06 17:00:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Lotus', 'Team 1 Score': 4, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 16, 'Team 2 Score': 14}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 5}]","[1, 7, 9]","[3, 5, 4]","[None, 4, None]","[4, 5, 3]","[9, 7, 2]","[None, 2, None]","[3292, 4315, 2704]"
Champions Tour 2024: Americas Stage 2,LOUD,LEVIATÁN,2024-07-06 20:35:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Lotus', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 6, 'Team 2 Score': 13}]","[3, 4]","[8, 2]","[None, None]","[9, 8]","[4, 5]","[None, None]","[3592, 2657]"
Champions Tour 2024: Americas Stage 2,MIBR,FURIA,2024-07-07 17:00:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Sunset', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 7, 'Team 2 Score': 13}]","[6, 3]","[4, 4]","[None, None]","[6, 9]","[7, 4]","[None, None]","[3750, 2582]"
Champions Tour 2024: Americas Stage 2,NRG Esports,Cloud9,2024-07-07 19:15:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 3}, {'Map': 'Icebox', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 12, 'Team 2 Score': 14}]","[9, 7, 7]","[4, 3, 5]","[None, None, 0]","[3, 5, 5]","[0, 8, 7]","[None, None, 2]","[2627, 2960, 3558]"
Champions Tour 2024: Americas Stage 2,Evil Geniuses,100 Thieves,2024-07-08 17:00:00,Bo3,"[{'Team': 'EG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Lotus', 'Team 1 Score': 10, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Ascent', 'Team 1 Score': 7, 'Team 2 Score': 13}]","[6, 8, 4]","[4, 5, 3]","[None, None, None]","[5, 4, 4]","[8, 6, 9]","[None, None, None]","[4010, 3339, 2761]"
Champions Tour 2024: Americas Stage 2,Cloud9,KRÜ Esports,2024-07-12 20:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Icebox', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[2, 5]","[5, 5]","[None, None]","[6, 6]","[7, 7]","[None, None]","[3401, 3372]"
Champions Tour 2024: Americas Stage 2,Evil Geniuses,MIBR,2024-07-13 17:00:00,Bo3,"[{'Team': 'EG', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Bind', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 2, 'Team 2 Score': 13}]","[4, 0]","[5, 2]","[None, None]","[6, 3]","[7, 10]","[None, None]","[3992, 2145]"
Champions Tour 2024: Americas Stage 2,LEVIATÁN,FURIA,2024-07-13 19:10:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 6}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 6}]","[8, 6]","[5, 7]","[None, None]","[4, 1]","[2, 5]","[None, None]","[2999, 2779]"
Champions Tour 2024: Americas Stage 2,LOUD,100 Thieves,2024-07-14 17:00:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Ascent', 'Team 1 Score': 1, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 10}]","[1, 6, 6]","[0, 7, 7]","[None, None, None]","[11, 6, 5]","[2, 2, 5]","[None, None, None]","[2491, 2592, 3142]"
Champions Tour 2024: Americas Stage 2,Sentinels,G2 Esports,2024-07-14 20:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Haven'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Bind', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 9, 'Team 2 Score': 13}]","[6, 4]","[0, 5]","[None, None]","[6, 8]","[7, 5]","[None, None]","[5494, 3459]"
Champions Tour 2024: Americas Stage 2,KRÜ Esports,Cloud9,2024-07-17 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Abyss'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Haven'}]","[{'Map': 'Abyss', 'Team 1 Score': 13, 'Team 2 Score': 11}, {'Map': 'Lotus', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Haven', 'Team 1 Score': 13, 'Team 2 Score': 6}]","[6, 10, 4]","[7, 1, 9]","[None, None, None]","[6, 2, 3]","[5, 11, 3]","[None, None, None]","[4132, 3248, 2548]"
Champions Tour 2024: Americas Stage 2,Sentinels,100 Thieves,2024-07-17 20:30:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Haven'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Abyss'}]","[{'Map': 'Haven', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[4, 6]","[3, 4]","[None, None]","[4, 5]","[9, 8]","[None, None]","[3186, 3487]"
