Match ID,Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Total Maps Played,Winner
46,Champions Tour 2024: EMEA Kickoff,Natus Vincere,Team Liquid,2024-02-23 08:00:00,Bo3,"[{'Team': 'TL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TL', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,Natus Vincere
47,Champions Tour 2024: EMEA Kickoff,BBL Esports,KOI,2024-02-23 10:10:00,Bo3,"[{'Team': 'BBL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'BBL', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'BBL', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,KOI
48,Champions Tour 2024: EMEA Kickoff,Team Vitality,FNATIC,2024-02-23 12:20:00,Bo3,"[{'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,FNATIC
49,Champions Tour 2024: EMEA Kickoff,Team Vitality,Gentle Mates,2024-02-25 08:05:00,Bo3,"[{'Team': 'M8', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'M8', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'M8', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,Team Vitality
50,Champions Tour 2024: EMEA Kickoff,Karmine Corp,FUT Esports,2024-02-25 11:15:00,Bo3,"[{'Team': 'FUT', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUT', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'FUT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,Karmine Corp
51,Champions Tour 2024: EMEA Kickoff,Team Liquid,KOI,2024-02-25 14:45:00,Bo3,"[{'Team': 'KOI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TL', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TL', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,KOI
52,Champions Tour 2024: EMEA Kickoff,Karmine Corp,Team Vitality,2024-02-26 08:00:00,Bo3,"[{'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",2,Karmine Corp
53,Champions Tour 2024: EMEA Kickoff,KOI,Team Vitality,2024-02-26 10:45:00,Bo3,"[{'Team': 'KOI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'VIT', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'VIT', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Team Vitality
54,Champions Tour 2024: EMEA Kickoff,Karmine Corp,KOI,2024-02-26 12:45:00,Bo3,"[{'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KOI', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KOI', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,Karmine Corp
55,Champions Tour 2024: EMEA Kickoff,Team Heretics,Natus Vincere,2024-02-29 11:00:00,Bo3,"[{'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'NAVI', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'NAVI', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Team Heretics
56,Champions Tour 2024: EMEA Kickoff,FNATIC,Karmine Corp,2024-02-29 13:20:00,Bo3,"[{'Team': 'FNC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FNC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FNC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Karmine Corp
57,Champions Tour 2024: EMEA Kickoff,Team Heretics,Karmine Corp,2024-03-01 11:00:00,Bo5,"[{'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",4,Karmine Corp
58,Champions Tour 2024: China Kickoff,Trace Esports,TYLOO,2024-02-22 04:00:00,Bo3,"[{'Team': 'TYL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TYL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TYL', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Trace Esports
59,Champions Tour 2024: China Kickoff,FunPlus Phoenix,Nova Esports,2024-02-22 06:05:00,Bo3,"[{'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,FunPlus Phoenix
60,Champions Tour 2024: China Kickoff,JDG Esports,Titan Esports Club,2024-02-23 02:00:00,Bo3,"[{'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Titan Esports Club
61,Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,All Gamers,2024-02-23 04:55:00,Bo3,"[{'Team': 'AG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'AG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'AG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,Dragon Ranger Gaming
62,Champions Tour 2024: China Kickoff,Bilibili Gaming,Wolves Esports,2024-02-23 07:05:00,Bo3,"[{'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,Wolves Esports
63,Champions Tour 2024: China Kickoff,TYLOO,Nova Esports,2024-02-24 04:00:00,Bo3,"[{'Team': 'TYL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TYL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TYL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Nova Esports
64,Champions Tour 2024: China Kickoff,JDG Esports,All Gamers,2024-02-24 06:25:00,Bo3,"[{'Team': 'AG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'AG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'AG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",2,JDG Esports
65,Champions Tour 2024: China Kickoff,Trace Esports,FunPlus Phoenix,2024-02-25 02:00:00,Bo3,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,FunPlus Phoenix
66,Champions Tour 2024: China Kickoff,Titan Esports Club,Dragon Ranger Gaming,2024-02-25 05:30:00,Bo3,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",3,Dragon Ranger Gaming
67,Champions Tour 2024: China Kickoff,Wolves Esports,EDward Gaming,2024-02-25 09:00:00,Bo3,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",3,EDward Gaming
68,Champions Tour 2024: China Kickoff,Trace Esports,Nova Esports,2024-02-26 02:00:00,Bo3,"[{'Team': 'NOVA', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'NOVA', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NOVA', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",2,Trace Esports
69,Champions Tour 2024: China Kickoff,Titan Esports Club,JDG Esports,2024-02-26 04:05:00,Bo3,"[{'Team': 'JDG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'JDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'JDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]",3,Titan Esports Club
70,Champions Tour 2024: China Kickoff,Wolves Esports,Bilibili Gaming,2024-02-26 07:40:00,Bo3,"[{'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'WOL', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'WOL', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Bilibili Gaming
71,Champions Tour 2024: China Kickoff,Trace Esports,Titan Esports Club,2024-02-27 02:00:00,Bo3,"[{'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,Trace Esports
72,Champions Tour 2024: China Kickoff,Bilibili Gaming,Titan Esports Club,2024-02-27 05:35:00,Bo3,"[{'Team': 'TEC', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TEC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'TEC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,Bilibili Gaming
73,Champions Tour 2024: China Kickoff,Bilibili Gaming,Trace Esports,2024-02-27 07:35:00,Bo3,"[{'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'BLG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'BLG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",3,Trace Esports
74,Champions Tour 2024: China Kickoff,FunPlus Phoenix,Dragon Ranger Gaming,2024-03-01 04:00:00,Bo3,"[{'Team': 'DRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'DRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'DRG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",2,FunPlus Phoenix
75,Champions Tour 2024: China Kickoff,EDward Gaming,Trace Esports,2024-03-01 06:15:00,Bo3,"[{'Team': 'TE', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'TE', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'TE', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",2,EDward Gaming
76,Champions Tour 2024: China Kickoff,FunPlus Phoenix,EDward Gaming,2024-03-02 04:00:00,Bo5,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",4,EDward Gaming
77,Champions Tour 2024: Masters Madrid,Karmine Corp,FunPlus Phoenix,2024-03-14 11:00:00,Bo3,"[{'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",2,Karmine Corp
78,Champions Tour 2024: Masters Madrid,Gen.G,LOUD,2024-03-14 13:25:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",3,Gen.G
79,Champions Tour 2024: Masters Madrid,EDward Gaming,Paper Rex,2024-03-15 11:00:00,Bo3,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,EDward Gaming
80,Champions Tour 2024: Masters Madrid,Sentinels,Team Heretics,2024-03-15 14:15:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",3,Sentinels
81,Champions Tour 2024: Masters Madrid,Sentinels,Karmine Corp,2024-03-16 11:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Sentinels
82,Champions Tour 2024: Masters Madrid,EDward Gaming,Gen.G,2024-03-16 13:25:00,Bo3,"[{'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",3,Gen.G
83,Champions Tour 2024: Masters Madrid,FunPlus Phoenix,LOUD,2024-03-17 11:00:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'FPX', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FPX', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]",2,LOUD
84,Champions Tour 2024: Masters Madrid,Team Heretics,Paper Rex,2024-03-17 13:20:00,Bo3,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'TH', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'TH', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]",3,Paper Rex
85,Champions Tour 2024: Masters Madrid,LOUD,EDward Gaming,2024-03-18 11:00:00,Bo3,"[{'Team': 'EDG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'EDG', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'EDG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",2,LOUD
86,Champions Tour 2024: Masters Madrid,Karmine Corp,Paper Rex,2024-03-18 12:55:00,Bo3,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'KC', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KC', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",3,Paper Rex
87,Champions Tour 2024: Masters Madrid,Gen.G,Paper Rex,2024-03-21 11:00:00,Bo3,"[{'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]",2,Gen.G
88,Champions Tour 2024: Masters Madrid,Sentinels,LOUD,2024-03-21 13:10:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]",3,Sentinels
89,Champions Tour 2024: Masters Madrid,Gen.G,Sentinels,2024-03-22 11:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'GEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'GEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]",3,Gen.G
90,Champions Tour 2024: Masters Madrid,Paper Rex,LOUD,2024-03-22 13:55:00,Bo3,"[{'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'PRX', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'PRX', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]",2,Paper Rex
